,IDCliente,Genero,Aposentado,Casado,Dependentes,MesesComoCliente,ServicoTelefone,MultiplasLinhas,ServicoInternet,ServicoSegurancaOnline,ServicoBackupOnline,ProtecaoEquipamento,ServicoSuporteTecnico,ServicoStreamingTV,ServicoFilmes,TipoContrato,FaturaDigital,FormaPagamento,ValorMensal,TotalGasto,Churn,Codigo
5306,5940-NFXKV,Masculino,0,Sim,Sim,19,Sim,Sim,Fibra,Nao,Nao,Nao,Nao,Nao,Sim,Mensal,Sim,BoletoEletronico,83.65,1465.75,Sim,
2228,3597-YASZG,Feminino,1,Sim,Nao,70,Sim,Sim,Fibra,Nao,Sim,Nao,Sim,Sim,Sim,2 anos,Sim,DebitoAutomatico,104.45,7349.35,Nao,
3886,3786-WOVKF,Feminino,1,Sim,Nao,72,Sim,Sim,Fibra,Sim,Sim,Nao,Nao,Sim,Sim,Anual,Sim,DebitoAutomatico,106.85,7677.4,Nao,
426,2806-MLNTI,Masculino,1,Sim,Nao,52,Sim,Sim,Fibra,Nao,Sim,Sim,Nao,Sim,Sim,Anual,Sim,DebitoAutomatico,105.1,5376.4,Nao,
1569,0799-DDIHE,Feminino,0,Sim,Sim,15,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Nao,BoletoEletronico,46.3,639.45,Nao,
805,9926-PJHDQ,Feminino,0,Sim,Sim,72,Sim,Sim,DSL,Nao,Nao,Sim,Nao,Sim,Sim,2 anos,Sim,DebitoAutomatico,76.8,5468.45,Nao,
410,0334-GDDSO,Masculino,1,Nao,Nao,3,Sim,Sim,Fibra,Nao,Sim,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,81.35,233.7,Sim,
6931,2371-KFUOG,Masculino,0,Nao,Nao,58,Sim,Nao,Fibra,Sim,Sim,Nao,Nao,Sim,Sim,Anual,Nao,DebitoAutomatico,99.15,5720.95,Nao,
3574,4634-JLRJT,Feminino,0,Nao,Nao,1,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Sim,BoletoImpresso,20.35,20.35,Nao,
438,5886-VLQVU,Masculino,0,Sim,Nao,35,Sim,Sim,Fibra,Nao,Nao,Nao,Sim,Nao,Sim,Mensal,Sim,DebitoAutomatico,89.85,3161.2,Nao,
3666,3194-ORPIK,Feminino,0,Sim,Sim,50,Sim,Sim,Fibra,Nao,Nao,Nao,Nao,Sim,Nao,Mensal,Sim,DebitoAutomatico,84.4,4116.15,Sim,
434,6048-NJXHX,Masculino,0,Sim,Nao,41,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Sim,BoletoEletronico,19.75,899.45,Nao,
1805,7860-KSUGX,Masculino,0,Sim,Sim,72,Sim,Sim,DSL,Sim,Sim,Sim,Nao,Nao,Nao,2 anos,Nao,CartaoCredito,64.45,4720,Nao,
6901,2925-MXLSX,Feminino,0,Nao,Nao,30,Sim,Sim,DSL,Nao,Sim,Sim,Nao,Sim,Nao,Anual,Sim,CartaoCredito,68.95,2038.7,Nao,
3621,2933-FILNV,Feminino,0,Sim,Sim,2,Nao,SemTelefone,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoImpresso,24.4,36.55,Sim,
6810,7758-XKCBS,Masculino,0,Nao,Nao,15,Nao,SemTelefone,DSL,Nao,Nao,Nao,Sim,Nao,Nao,Mensal,Sim,BoletoEletronico,29.7,438.25,Sim,
5266,2027-DNKIV,Masculino,0,Sim,Sim,37,Sim,Nao,DSL,Sim,Nao,Sim,Sim,Nao,Nao,Anual,Sim,BoletoImpresso,58.75,2203.1,Nao,
1566,4751-ERMAN,Masculino,0,Sim,Sim,72,Sim,Nao,DSL,Nao,Sim,Sim,Nao,Sim,Sim,2 anos,Sim,DebitoAutomatico,75.4,5480.25,Nao,
4761,8224-KDLKN,Masculino,0,Sim,Sim,72,Sim,Sim,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,DebitoAutomatico,25.0,1738.9,Nao,
5420,7929-SKFGK,Masculino,0,Sim,Nao,70,Sim,Sim,Fibra,Sim,Sim,Sim,Sim,Sim,Sim,2 anos,Nao,CartaoCredito,114.3,8244.3,Nao,
1049,8329-IBCTI,Feminino,0,Nao,Nao,1,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Nao,BoletoImpresso,19.65,19.65,Sim,
626,5016-IBERQ,Masculino,0,Sim,Nao,23,Sim,Sim,Fibra,Nao,Sim,Sim,Nao,Nao,Nao,Mensal,Nao,BoletoEletronico,84.25,1968.1,Nao,
1669,5405-ZMYXQ,Feminino,0,Nao,Nao,8,Sim,Sim,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,CartaoCredito,74.6,548.9,Nao,
210,7841-TZDMQ,Masculino,0,Nao,Nao,2,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,CartaoCredito,46.0,84.5,Sim,
3126,9754-CLVZW,Feminino,0,Sim,Sim,26,Nao,SemTelefone,DSL,Sim,Sim,Nao,Sim,Nao,Nao,Mensal,Nao,CartaoCredito,38.85,1025.15,Nao,
6000,9503-XJUME,Masculino,0,Nao,Sim,52,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,Nao,CartaoCredito,19.65,928.4,Nao,
2226,3298-QEICA,Feminino,0,Sim,Sim,23,Nao,SemTelefone,DSL,Sim,Nao,Nao,Sim,Nao,Nao,2 anos,Nao,BoletoImpresso,34.6,813.45,Nao,
51,9420-LOJKX,Feminino,0,Nao,Nao,15,Sim,Nao,Fibra,Sim,Sim,Nao,Nao,Sim,Sim,Mensal,Sim,CartaoCredito,99.1,1426.4,Sim,
1109,3391-JSQEW,Masculino,0,Sim,Nao,40,Sim,Nao,DSL,Nao,Sim,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoImpresso,50.15,2058.5,Nao,
1617,4939-KYYPY,Masculino,0,Nao,Nao,27,Sim,Sim,DSL,Nao,Nao,Sim,Sim,Nao,Nao,Mensal,Nao,BoletoEletronico,59.45,1611.65,Nao,
6725,2061-VVFST,Feminino,0,Sim,Nao,37,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Nao,DebitoAutomatico,19.5,805.2,Nao,
4222,6480-YAGIY,Masculino,0,Nao,Nao,45,Sim,Nao,Fibra,Sim,Sim,Sim,Sim,Sim,Sim,Anual,Nao,CartaoCredito,112.2,5031.85,Nao,
1543,0330-IVZHA,Feminino,0,Sim,Nao,5,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Nao,BoletoEletronico,69.95,330.15,Sim,
4907,7161-DFHUF,Feminino,0,Sim,Nao,71,Sim,Sim,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,BoletoImpresso,23.85,1672.1,Nao,
6177,1260-TTRXI,Masculino,0,Nao,Nao,4,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Sim,Mensal,Nao,BoletoEletronico,54.3,195.3,Sim,
5981,8577-QSOCG,Feminino,0,Sim,Sim,38,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Sim,BoletoImpresso,20.2,746.05,Nao,
2284,8963-JLGJT,Masculino,0,Nao,Sim,3,Sim,Nao,DSL,Sim,Nao,Sim,Nao,Nao,Nao,Mensal,Nao,BoletoImpresso,55.9,157.55,Nao,
6431,3266-FTKHB,Masculino,0,Nao,Nao,17,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,BoletoImpresso,19.15,343.45,Nao,
4582,6122-LJADA,Masculino,0,Sim,Sim,70,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,2 anos,Sim,CartaoCredito,90.15,6237.05,Nao,
3509,8710-YGLWG,Masculino,0,Nao,Nao,1,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoImpresso,44.9,44.9,Nao,
2318,6463-HHXJR,Feminino,0,Sim,Sim,71,Sim,Sim,Fibra,Sim,Sim,Sim,Nao,Sim,Nao,2 anos,Nao,DebitoAutomatico,100.5,7030.65,Nao,
3463,9576-SYUHJ,Masculino,0,Nao,Nao,37,Sim,Sim,Fibra,Sim,Nao,Nao,Nao,Sim,Nao,Mensal,Sim,BoletoEletronico,91.15,3369.25,Nao,
5462,9289-LBQVU,Masculino,0,Sim,Nao,64,Sim,Sim,DSL,Nao,Sim,Nao,Sim,Nao,Sim,Anual,Sim,BoletoImpresso,70.15,4480.7,Nao,
2991,2207-QPJED,Feminino,1,Sim,Nao,37,Sim,Nao,Fibra,Nao,Nao,Sim,Sim,Sim,Nao,Mensal,Nao,BoletoEletronico,90.0,3371.75,Nao,
1840,6990-YNRIO,Masculino,0,Sim,Sim,65,Sim,Sim,Fibra,Sim,Nao,Sim,Sim,Sim,Sim,2 anos,Nao,DebitoAutomatico,108.65,6937.95,Sim,
6280,0489-WMEMG,Feminino,0,Nao,Sim,23,Sim,Nao,DSL,Nao,Nao,Nao,Sim,Nao,Nao,Anual,Sim,BoletoEletronico,49.45,1119.35,Nao,
2057,2189-UXTKY,Feminino,0,Sim,Nao,22,Sim,Sim,DSL,Sim,Nao,Nao,Sim,Sim,Sim,Mensal,Sim,BoletoEletronico,79.2,1742.75,Sim,
1864,7105-MXJLL,Feminino,1,Sim,Nao,26,Sim,Nao,DSL,Nao,Nao,Sim,Nao,Nao,Sim,Anual,Nao,BoletoImpresso,60.7,1597.4,Nao,
705,7133-VBDCG,Feminino,0,Nao,Nao,25,Sim,Nao,Fibra,Sim,Sim,Nao,Nao,Nao,Nao,Mensal,Sim,DebitoAutomatico,79.85,2015.35,Sim,
6254,9933-QRGTX,Feminino,0,Sim,Nao,60,Sim,Nao,Fibra,Sim,Nao,Nao,Sim,Sim,Sim,2 anos,Sim,BoletoEletronico,97.2,5611.75,Nao,
2069,6356-ELRKD,Feminino,0,Nao,Nao,1,Sim,Nao,Fibra,Sim,Nao,Nao,Nao,Sim,Sim,Mensal,Sim,BoletoEletronico,95.6,95.6,Sim,
5859,2194-IIQOF,Feminino,0,Sim,Nao,71,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,2 anos,Nao,CartaoCredito,89.3,6388.65,Nao,
4558,8063-GBATB,Feminino,1,Nao,Nao,27,Sim,Sim,Fibra,Nao,Nao,Nao,Nao,Nao,Sim,Mensal,Sim,BoletoEletronico,85.25,2287.25,Sim,
5547,9611-CTWIH,Feminino,0,Nao,Nao,3,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Sim,Sim,Mensal,Sim,BoletoEletronico,89.45,240.45,Sim,
527,3571-DPYUH,Masculino,0,Sim,Sim,58,Sim,Sim,Fibra,Nao,Sim,Nao,Sim,Sim,Nao,Anual,Sim,CartaoCredito,94.7,5430.35,Nao,
1533,8519-QJGJD,Feminino,0,Nao,Nao,14,Sim,Nao,Fibra,Nao,Nao,Sim,Nao,Nao,Nao,Mensal,Nao,BoletoEletronico,75.35,1025.95,Sim,
565,5846-NEQVZ,Masculino,0,Sim,Sim,71,Sim,Nao,DSL,Sim,Nao,Sim,Sim,Nao,Sim,2 anos,Sim,CartaoCredito,70.85,4973.4,Nao,
1620,6022-KOUQO,Feminino,0,Sim,Sim,2,Nao,SemTelefone,DSL,Nao,Nao,Nao,Sim,Nao,Nao,Mensal,Nao,DebitoAutomatico,29.05,44.75,Nao,
2268,7205-BAIAD,Feminino,0,Nao,Nao,40,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Sim,DebitoAutomatico,20.6,827.3,Nao,
640,9574-BOSMD,Masculino,0,Sim,Sim,68,Sim,Sim,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,DebitoAutomatico,25.4,1620.2,Nao,
4590,4884-TVUQF,Feminino,1,Nao,Nao,57,Sim,Sim,Fibra,Sim,Nao,Sim,Sim,Nao,Sim,2 anos,Nao,CartaoCredito,101.3,5779.6,Nao,
730,6439-GTPCA,Feminino,0,Nao,Nao,45,Sim,Sim,Fibra,Nao,Nao,Sim,Sim,Nao,Nao,Mensal,Sim,BoletoEletronico,87.25,3941.7,Sim,
6566,3795-CAWEX,Masculino,0,Sim,Sim,70,Sim,Sim,Fibra,Sim,Sim,Sim,Sim,Sim,Sim,2 anos,Sim,CartaoCredito,116.55,8152.3,Nao,
4447,7821-DPRQE,Masculino,0,Sim,Nao,68,Sim,Sim,Fibra,Sim,Sim,Nao,Sim,Sim,Sim,Mensal,Sim,BoletoEletronico,107.7,7320.9,Nao,
325,4983-CLMLV,Feminino,0,Sim,Nao,52,Sim,Sim,Fibra,Nao,Sim,Nao,Sim,Sim,Sim,Mensal,Sim,CartaoCredito,102.7,5138.1,Nao,
6728,2380-DAMQP,Feminino,0,Sim,Nao,72,Sim,Sim,Fibra,Sim,Sim,Sim,Sim,Sim,Sim,2 anos,Nao,BoletoEletronico,115.15,8349.7,Nao,
290,7534-BFESC,Masculino,1,Nao,Nao,24,Sim,Sim,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,76.1,1712.7,Sim,
1886,6695-FRVEC,Masculino,0,Sim,Sim,67,Sim,Nao,DSL,Sim,Nao,Sim,Sim,Nao,Nao,2 anos,Sim,DebitoAutomatico,60.4,3953.7,Nao,
5180,0361-HJRDX,Feminino,0,Nao,Nao,68,Nao,SemTelefone,DSL,Sim,Sim,Sim,Sim,Sim,Sim,2 anos,Nao,CartaoCredito,64.35,4539.6,Nao,
1683,0354-VXMJC,Masculino,0,Sim,Sim,23,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,CartaoCredito,19.6,426.65,Nao,
4149,6559-ILWKJ,Masculino,0,Sim,Nao,71,Nao,SemTelefone,DSL,Nao,Sim,Nao,Nao,Sim,Sim,2 anos,Nao,BoletoEletronico,49.35,3515.25,Sim,
4641,9895-VFOXH,Feminino,0,Nao,Nao,1,Nao,SemTelefone,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Nao,BoletoImpresso,24.4,24.4,Nao,
1945,8229-BUJHX,Feminino,0,Sim,Sim,71,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,DebitoAutomatico,20.5,1500.95,Nao,
6255,4476-OSWTN,Masculino,1,Sim,Nao,69,Sim,Sim,Fibra,Sim,Nao,Sim,Sim,Sim,Sim,Anual,Sim,BoletoImpresso,110.55,7610.1,Nao,
5105,2995-UPRYS,Feminino,1,Sim,Nao,40,Sim,Nao,Fibra,Nao,Sim,Nao,Sim,Sim,Sim,Anual,Sim,CartaoCredito,99.2,4062.2,Sim,
4335,9208-OLGAQ,Feminino,1,Nao,Nao,18,Sim,Nao,Fibra,Nao,Nao,Sim,Nao,Nao,Sim,Mensal,Sim,BoletoEletronico,84.95,1443.65,Nao,
864,4124-MMETB,Masculino,0,Nao,Nao,22,Sim,Sim,Fibra,Nao,Nao,Nao,Nao,Sim,Sim,Mensal,Sim,CartaoCredito,94.65,2104.55,Sim,
5740,8882-TLVRW,Masculino,0,Sim,Sim,69,Nao,SemTelefone,DSL,Sim,Nao,Sim,Sim,Nao,Nao,2 anos,Nao,BoletoImpresso,39.1,2779.5,Nao,
5960,2957-JIRMN,Feminino,1,Nao,Nao,62,Sim,Sim,Fibra,Nao,Nao,Nao,Nao,Sim,Nao,Anual,Nao,BoletoEletronico,84.45,4959.15,Nao,
4758,3646-ITDGM,Feminino,0,Nao,Nao,56,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,DebitoAutomatico,19.7,1051.9,Nao,
4886,2673-ZALNP,Feminino,0,Nao,Nao,7,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,Nao,BoletoImpresso,19.9,173.15,Nao,
4939,9975-SKRNR,Masculino,0,Nao,Nao,1,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Nao,BoletoImpresso,18.9,18.9,Nao,
4126,3724-UCSHY,Masculino,0,Sim,Sim,6,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Nao,BoletoImpresso,19.55,122.9,Nao,
371,0259-GBZSH,Masculino,0,Nao,Nao,2,Sim,Sim,Fibra,Nao,Nao,Nao,Nao,Sim,Nao,Mensal,Sim,BoletoEletronico,85.65,181.5,Sim,
3985,7130-CTCUS,Masculino,1,Sim,Nao,16,Sim,Nao,DSL,Sim,Sim,Nao,Nao,Nao,Nao,Mensal,Sim,DebitoAutomatico,54.55,825.1,Nao,
2698,8150-QUDFX,Masculino,0,Nao,Nao,2,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Nao,BoletoImpresso,19.85,51.6,Nao,
4679,8218-FFJDS,Feminino,0,Sim,Nao,72,Sim,Sim,DSL,Sim,Sim,Nao,Sim,Sim,Sim,2 anos,Sim,DebitoAutomatico,86.4,6058.95,Nao,
1562,8259-NFJTV,Feminino,0,Sim,Sim,7,Nao,SemTelefone,DSL,Sim,Nao,Nao,Sim,Nao,Nao,Mensal,Nao,BoletoImpresso,34.65,246.6,Nao,
2751,7909-FIOIY,Feminino,0,Sim,Sim,19,Nao,SemTelefone,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoImpresso,24.85,434.8,Nao,
6128,3317-VLGQT,Feminino,0,Sim,Nao,14,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Nao,Sim,Mensal,Sim,BoletoEletronico,78.1,1122.4,Nao,
5414,2722-VOJQL,Masculino,0,Nao,Nao,64,Sim,Sim,Fibra,Nao,Sim,Nao,Sim,Sim,Sim,Anual,Sim,CartaoCredito,105.65,6903.1,Sim,
4836,0584-BJQGZ,Feminino,0,Nao,Nao,25,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Nao,Mensal,Sim,DebitoAutomatico,78.35,1837.9,Nao,
1921,6732-VAILE,Masculino,0,Sim,Sim,70,Sim,Sim,DSL,Nao,Sim,Sim,Sim,Sim,Sim,2 anos,Sim,CartaoCredito,85.95,5931.75,Nao,
6376,1302-TPUBN,Masculino,0,Nao,Nao,66,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,DebitoAutomatico,19.35,1240.8,Nao,
1783,8380-PEFPE,Masculino,0,Nao,Sim,1,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,71.65,71.65,Sim,
4774,7402-PWYJJ,Feminino,0,Sim,Nao,53,Sim,Sim,Fibra,Nao,Nao,Nao,Sim,Nao,Sim,Anual,Sim,BoletoEletronico,91.15,4862.5,Nao,
3076,4250-FDVOU,Feminino,0,Nao,Nao,6,Sim,Nao,DSL,Sim,Sim,Nao,Nao,Nao,Nao,Mensal,Nao,BoletoEletronico,56.25,389.1,Sim,
4696,9128-CPXKI,Feminino,0,Nao,Nao,59,Sim,Nao,Fibra,Nao,Nao,Sim,Nao,Sim,Sim,2 anos,Nao,BoletoEletronico,95.8,5655.45,Nao,
3260,4183-WCSEP,Masculino,0,Nao,Nao,31,Sim,Nao,Fibra,Nao,Sim,Nao,Sim,Nao,Nao,Mensal,Sim,BoletoEletronico,78.45,2435.15,Sim,
122,0404-SWRVG,Masculino,0,Nao,Nao,3,Sim,Sim,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,74.4,229.55,Sim,
479,6227-HWPWX,Feminino,0,Nao,Sim,15,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Nao,DebitoAutomatico,69.0,994.8,Sim,
1632,1899-VXWXM,Masculino,0,Nao,Nao,48,Sim,Sim,Fibra,Nao,Sim,Sim,Nao,Sim,Sim,Anual,Sim,CartaoCredito,106.1,5082.8,Sim,
6796,8450-JOVAH,Masculino,0,Sim,Sim,2,Sim,Sim,DSL,Sim,Nao,Nao,Nao,Nao,Nao,Mensal,Nao,BoletoImpresso,56.7,113.55,Sim,
2879,4550-VBOFE,Masculino,1,Sim,Nao,70,Sim,Sim,Fibra,Nao,Sim,Sim,Nao,Sim,Sim,Mensal,Sim,BoletoEletronico,102.95,7101.5,Sim,
1436,9546-CQJSU,Feminino,0,Nao,Nao,2,Sim,Sim,Fibra,Nao,Nao,Sim,Nao,Sim,Nao,Mensal,Sim,BoletoEletronico,91.4,193.6,Sim,
6186,4789-KWMXN,Masculino,0,Sim,Nao,47,Sim,Sim,Fibra,Sim,Nao,Sim,Sim,Sim,Sim,Anual,Sim,CartaoCredito,110.85,5275.8,Sim,
940,0835-DUUIQ,Feminino,0,Nao,Sim,24,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,Nao,DebitoAutomatico,21.05,531.55,Nao,
3366,1855-AGAWH,Masculino,0,Sim,Nao,31,Sim,Nao,Fibra,Nao,Nao,Sim,Nao,Sim,Sim,Anual,Sim,BoletoEletronico,93.8,2939.8,Nao,
6853,9079-YEXQJ,Feminino,0,Nao,Nao,54,Sim,Sim,Fibra,Nao,Sim,Sim,Sim,Sim,Sim,Mensal,Nao,BoletoEletronico,111.1,6014.85,Sim,
439,3577-AMVUX,Masculino,0,Nao,Nao,1,Sim,Nao,DSL,Nao,Nao,Sim,Sim,Nao,Nao,Mensal,Nao,BoletoImpresso,55.05,55.05,Nao,
847,2316-ESMLS,Feminino,0,Sim,Sim,12,Nao,SemTelefone,DSL,Sim,Nao,Nao,Sim,Nao,Nao,Anual,Nao,CartaoCredito,33.15,444.75,Nao,
4634,9426-SXNHE,Feminino,0,Nao,Nao,2,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Nao,DebitoAutomatico,18.75,53.15,Nao,
3208,8550-XSXUQ,Masculino,0,Sim,Nao,48,Sim,Sim,DSL,Nao,Sim,Sim,Nao,Nao,Sim,Anual,Sim,CartaoCredito,70.55,3420.5,Nao,
7010,0723-DRCLG,Feminino,1,Sim,Nao,1,Sim,Sim,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,74.45,74.45,Sim,
3881,2176-OSJUV,Masculino,0,Sim,Nao,71,Sim,Sim,DSL,Sim,Sim,Nao,Sim,Nao,Nao,2 anos,Nao,DebitoAutomatico,65.15,4681.75,Nao,
1173,0107-WESLM,Masculino,0,Nao,Nao,1,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Sim,BoletoEletronico,19.85,19.85,Sim,
4127,8626-XHBIE,Masculino,0,Nao,Sim,56,Sim,Sim,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Sim,BoletoImpresso,24.8,1424.2,Nao,
2549,0188-GWFLE,Masculino,0,Nao,Nao,2,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Nao,BoletoImpresso,20.05,33.7,Nao,
4698,8166-ZZTFS,Feminino,1,Sim,Nao,66,Sim,Sim,DSL,Nao,Sim,Sim,Nao,Sim,Sim,2 anos,Sim,DebitoAutomatico,80.55,5265.1,Sim,
6143,5774-QPLTF,Masculino,0,Sim,Sim,50,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,Sim,BoletoImpresso,20.35,938.95,Nao,
4626,0929-PECLO,Feminino,1,Nao,Nao,63,Sim,Sim,Fibra,Nao,Nao,Sim,Nao,Nao,Sim,Mensal,Sim,DebitoAutomatico,89.6,5538.8,Nao,
2887,5696-QURRL,Masculino,0,Nao,Nao,1,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoImpresso,45.05,45.05,Sim,
5391,8124-NZVGJ,Feminino,0,Nao,Nao,6,Nao,SemTelefone,DSL,Nao,Nao,Nao,Sim,Sim,Sim,Anual,Sim,BoletoImpresso,49.25,255.6,Nao,
279,4130-MZLCC,Feminino,0,Nao,Nao,5,Sim,Nao,DSL,Nao,Sim,Nao,Nao,Nao,Nao,Mensal,Nao,DebitoAutomatico,50.55,244.75,Nao,
4296,4489-SNOJF,Feminino,0,Sim,Sim,35,Sim,Sim,DSL,Sim,Nao,Sim,Sim,Sim,Nao,Mensal,Nao,BoletoEletronico,72.25,2568.55,Sim,
2115,8984-HPEMB,Feminino,0,Nao,Nao,71,Sim,Sim,Fibra,Sim,Sim,Sim,Sim,Sim,Sim,2 anos,Sim,BoletoEletronico,118.65,8477.6,Nao,
3757,4615-PIVVU,Feminino,0,Nao,Nao,42,Sim,Nao,DSL,Nao,Nao,Sim,Sim,Nao,Sim,2 anos,Nao,CartaoCredito,66.5,2762.75,Nao,
6875,6848-HJTXY,Feminino,0,Sim,Nao,64,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,CartaoCredito,19.45,1208.6,Nao,
6081,8757-TFHHJ,Masculino,0,Nao,Nao,1,Sim,Nao,DSL,Sim,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,CartaoCredito,49.8,49.8,Nao,
4463,4603-JANFB,Masculino,0,Nao,Nao,1,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,69.85,69.85,Sim,
2534,8565-HBFNN,Masculino,0,Sim,Nao,69,Sim,Sim,Fibra,Sim,Sim,Sim,Sim,Nao,Sim,Anual,Sim,CartaoCredito,107.2,7317.1,Nao,
2107,7422-WNBTY,Masculino,0,Sim,Nao,33,Sim,Sim,Fibra,Nao,Sim,Sim,Nao,Nao,Sim,Mensal,Sim,BoletoEletronico,93.35,3092,Nao,
1101,4712-UYOOI,Feminino,0,Sim,Sim,20,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Nao,BoletoEletronico,20.0,417.65,Nao,
4371,3372-CDXFJ,Masculino,0,Sim,Sim,13,Sim,Sim,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,Nao,DebitoAutomatico,24.5,343.6,Nao,
2794,5353-WILCI,Feminino,0,Nao,Nao,28,Sim,Nao,DSL,Sim,Sim,Nao,Nao,Nao,Nao,Mensal,Nao,BoletoEletronico,56.05,1522.65,Nao,
4801,0988-AADSA,Feminino,0,Sim,Sim,72,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Nao,Sim,2 anos,Nao,DebitoAutomatico,80.85,5824.75,Nao,
577,8270-RKSAP,Masculino,0,Nao,Nao,9,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,70.5,597.9,Nao,
59,5954-BDFSG,Feminino,0,Nao,Nao,72,Sim,Sim,Fibra,Nao,Nao,Sim,Sim,Sim,Sim,2 anos,Sim,CartaoCredito,107.5,7853.7,Nao,
4342,5792-JALQC,Feminino,1,Nao,Nao,52,Sim,Sim,DSL,Sim,Nao,Sim,Nao,Nao,Nao,2 anos,Nao,DebitoAutomatico,59.85,3103.25,Nao,
